# 46734 Magong 2025-07-25 12Z (Start time 7/25/2025 11:34:55 AM), 1-s data
# Height(gpm),P(hPa),T(C),U(%),WS(m/s),WD(deg)
34,993.7,27.4,86.8,2.5,50.0
45,992.5,28.6,83.2,2.4,41.7
52,991.8,28.5,83.4,2.5,39.2
59,991.0,28.3,83.8,2.5,38.8
63,990.6,28.2,84.1,2.6,39.3
67,990.1,28.1,84.4,2.7,40.2
74,989.4,28.0,84.5,2.9,41.2
80,988.7,28.0,84.4,3.0,42.0
85,988.1,28.0,84.0,3.2,42.6
91,987.5,28.0,83.3,3.4,43.3
97,986.8,28.1,82.6,3.5,43.8
102,986.2,28.1,82.2,3.7,44.3
108,985.6,28.1,81.9,3.9,44.8
113,985.0,28.1,81.7,4.1,45.2
118,984.4,28.1,81.4,4.2,45.5
124,983.8,28.1,81.0,4.4,45.7
129,983.2,28.2,80.7,4.6,45.9
135,982.6,28.2,80.5,4.7,46.1
141,982.0,28.2,80.4,4.9,46.1
146,981.4,28.1,80.3,5.1,46.2
152,980.8,28.1,80.0,5.2,46.1
157,980.2,28.1,79.8,5.4,46.0
163,979.6,28.1,80.2,5.6,45.9
168,979.0,28.0,80.6,5.7,45.7
173,978.4,27.9,80.5,5.9,45.5
178,977.8,27.9,80.2,6.1,45.2
184,977.3,27.9,80.0,6.2,44.9
189,976.7,27.9,80.0,6.4,44.6
195,976.1,27.8,80.1,6.6,44.3
200,975.4,27.8,80.3,6.8,44.0
206,974.8,27.8,80.3,7.0,43.7
212,974.2,27.7,80.3,7.2,43.4
218,973.5,27.7,80.2,7.4,43.2
223,972.9,27.6,80.1,7.6,42.9
229,972.3,27.6,80.0,7.8,42.7
234,971.7,27.6,79.9,8.1,42.5
240,971.1,27.6,79.2,8.3,42.4
245,970.5,27.5,78.4,8.6,42.3
250,970.0,27.6,77.3,8.8,42.2
256,969.4,27.7,75.5,9.1,42.2
261,968.8,27.8,73.7,9.3,42.2
267,968.2,27.9,72.7,9.5,42.2
272,967.6,27.9,72.3,9.8,42.3
278,967.0,27.9,71.8,10.0,42.3
284,966.4,27.9,71.4,10.2,42.4
289,965.7,27.9,71.6,10.5,42.5
295,965.1,27.9,71.8,10.7,42.6
300,964.5,27.8,71.9,10.9,42.7
306,964.0,27.7,71.7,11.1,42.8
311,963.4,27.8,71.4,11.2,42.9
316,962.8,27.8,71.2,11.4,43.0
321,962.3,27.7,71.1,11.6,43.0
326,961.7,27.7,71.4,11.7,43.0
331,961.2,27.6,71.6,11.8,43.0
337,960.6,27.6,71.6,11.9,43.0
342,960.1,27.6,71.4,12.0,42.9
347,959.5,27.5,71.4,12.1,42.8
352,959.0,27.5,71.4,12.2,42.6
357,958.4,27.5,71.7,12.3,42.4
362,957.8,27.4,72.0,12.4,42.1
368,957.3,27.3,72.4,12.5,41.8
373,956.7,27.3,72.7,12.5,41.5
379,956.1,27.2,72.8,12.6,41.1
384,955.5,27.2,72.9,12.7,40.7
390,954.9,27.1,73.0,12.8,40.3
396,954.2,27.1,72.7,12.8,39.8
402,953.6,27.1,72.0,12.9,39.2
408,953.0,27.2,71.2,13.0,38.7
414,952.3,27.2,70.7,13.1,38.1
420,951.7,27.2,70.4,13.2,37.5
426,951.0,27.2,69.8,13.3,37.0
432,950.4,27.2,68.9,13.4,36.4
437,949.8,27.3,68.3,13.5,35.8
443,949.2,27.3,68.1,13.6,35.2
448,948.6,27.3,68.1,13.7,34.6
453,948.1,27.3,68.2,13.8,34.0
458,947.6,27.3,68.2,13.9,33.4
463,947.1,27.2,68.3,14.0,32.9
467,946.6,27.2,68.5,14.0,32.3
472,946.1,27.2,68.7,14.1,31.8
477,945.6,27.2,68.9,14.2,31.2
482,945.0,27.1,69.1,14.2,30.7
487,944.5,27.1,69.3,14.3,30.2
492,944.0,27.1,69.4,14.3,29.7
497,943.4,27.0,69.4,14.3,29.2
502,942.9,27.0,69.3,14.3,28.7
507,942.4,27.0,69.2,14.3,28.2
511,941.9,26.9,68.9,14.3,27.7
516,941.4,26.9,68.6,14.3,27.3
520,941.0,26.9,68.4,14.3,26.8
524,940.5,27.0,68.4,14.2,26.4
529,940.1,27.0,68.5,14.2,26.0
533,939.6,26.9,68.6,14.2,25.6
538,939.0,26.9,68.8,14.1,25.2
544,938.5,26.9,68.8,14.1,24.8
549,937.9,26.9,68.6,14.0,24.4
555,937.3,26.9,68.5,14.0,24.0
561,936.6,26.9,68.3,14.0,23.7
567,936.0,26.8,68.2,13.9,23.3
573,935.4,26.8,68.2,13.9,23.0
578,934.9,26.8,68.1,13.9,22.7
583,934.4,26.8,68.1,13.9,22.5
587,933.9,26.7,68.0,13.9,22.2
592,933.4,26.7,68.0,13.9,21.9
596,932.9,26.7,68.1,13.9,21.7
601,932.5,26.7,68.2,13.9,21.4
606,932.0,26.6,68.4,13.9,21.2
611,931.4,26.6,68.7,13.9,21.0
616,930.9,26.6,69.0,13.9,20.7
621,930.3,26.5,69.3,13.9,20.5
627,929.7,26.5,69.3,14.0,20.2
632,929.2,26.5,69.3,14.0,20.0
638,928.6,26.5,69.1,14.0,19.7
643,928.0,26.4,68.9,14.0,19.4
648,927.5,26.4,68.8,14.1,19.1
653,927.0,26.4,68.7,14.1,18.7
658,926.5,26.4,68.8,14.1,18.4
662,926.0,26.3,69.1,14.1,18.0
667,925.5,26.3,69.2,14.1,17.7
672,925.0,26.3,69.2,14.1,17.4
677,924.5,26.3,69.3,14.1,17.1
682,924.0,26.2,69.4,14.1,16.7
687,923.4,26.2,69.5,14.1,16.3
692,922.9,26.2,69.6,14.1,15.8
697,922.4,26.1,69.8,14.1,15.3
702,921.9,26.1,70.0,14.1,14.7
707,921.4,26.0,70.1,14.0,14.2
711,920.9,26.0,70.2,14.0,13.6
716,920.4,25.9,70.4,14.0,13.1
721,919.9,25.9,70.4,13.9,12.5
726,919.4,25.9,70.3,13.9,11.9
730,918.9,25.9,70.3,13.8,11.3
735,918.4,25.9,70.2,13.8,10.8
739,918.0,25.9,70.0,13.7,10.2
744,917.5,25.9,69.7,13.7,9.7
748,917.0,25.9,69.6,13.6,9.1
753,916.6,25.9,69.5,13.6,8.6
757,916.1,25.8,69.4,13.5,8.1
761,915.7,25.8,69.5,13.5,7.7
766,915.2,25.8,69.6,13.5,7.3
770,914.8,25.8,69.8,13.4,6.9
775,914.3,25.8,70.0,13.4,6.6
780,913.8,25.8,70.2,13.4,6.3
785,913.2,25.7,70.2,13.4,6.0
790,912.7,25.7,70.1,13.4,5.8
796,912.1,25.7,70.0,13.4,5.6
801,911.6,25.7,70.1,13.4,5.5
807,911.0,25.6,70.2,13.4,5.4
812,910.4,25.6,70.3,13.4,5.3
818,909.9,25.5,70.4,13.5,5.2
823,909.3,25.5,70.6,13.5,5.2
828,908.8,25.5,70.5,13.6,5.1
833,908.3,25.4,70.2,13.7,5.1
838,907.8,25.4,70.1,13.7,5.1
843,907.3,25.4,70.3,13.8,5.1
847,906.8,25.4,70.5,13.9,5.1
852,906.3,25.4,70.7,14.0,5.1
856,905.9,25.3,71.0,14.1,5.0
861,905.4,25.3,71.3,14.2,5.0
866,904.9,25.2,71.6,14.3,5.0
871,904.4,25.2,71.6,14.4,4.9
876,903.9,25.1,71.6,14.5,4.8
880,903.4,25.1,71.5,14.5,4.7
885,902.9,25.1,71.4,14.6,4.6
890,902.5,25.1,71.5,14.7,4.5
894,902.0,25.0,71.5,14.7,4.4
898,901.6,25.0,71.6,14.8,4.3
903,901.2,25.0,71.7,14.8,4.2
907,900.7,25.0,71.9,14.8,4.1
912,900.2,24.9,72.2,14.8,4.0
917,899.7,24.9,72.3,14.8,3.9
921,899.2,24.9,72.4,14.8,3.8
926,898.7,24.8,72.5,14.8,3.7
931,898.2,24.8,72.5,14.8,3.6
936,897.8,24.7,72.5,14.7,3.5
940,897.3,24.7,72.5,14.7,3.5
945,896.8,24.7,72.7,14.7,3.5
950,896.3,24.6,72.9,14.6,3.5
955,895.8,24.6,73.0,14.6,3.5
960,895.3,24.6,73.2,14.6,3.5
965,894.8,24.5,73.5,14.6,3.5
970,894.3,24.5,73.6,14.6,3.6
975,893.8,24.4,73.7,14.6,3.6
980,893.2,24.4,73.7,14.6,3.7
985,892.7,24.3,73.8,14.6,3.8
990,892.3,24.3,73.8,14.7,3.8
994,891.8,24.3,73.8,14.7,3.9
998,891.4,24.2,73.8,14.8,4.0
1003,891.0,24.2,74.0,14.9,4.1
1007,890.5,24.2,74.4,14.9,4.2
1012,890.1,24.2,74.8,15.0,4.2
1016,889.6,24.1,75.0,15.1,4.3
1021,889.1,24.1,75.1,15.2,4.3
1026,888.6,24.0,75.2,15.4,4.3
1030,888.2,24.0,75.2,15.5,4.3
1035,887.7,24.0,75.1,15.6,4.3
1039,887.3,23.9,75.0,15.7,4.3
1044,886.8,23.9,75.1,15.8,4.3
1048,886.3,23.9,75.3,15.9,4.3
1053,885.9,23.8,75.6,16.0,4.3
1058,885.4,23.8,75.9,16.1,4.2
1063,884.9,23.8,76.0,16.2,4.1
1068,884.4,23.7,76.1,16.3,4.1
1073,883.9,23.7,76.1,16.4,4.1
1078,883.3,23.6,76.1,16.4,4.0
1083,882.8,23.6,76.3,16.5,4.0
1089,882.2,23.5,76.5,16.5,4.0
1095,881.7,23.5,76.6,16.5,4.0
1100,881.1,23.5,76.7,16.5,4.0
1106,880.5,23.4,76.7,16.6,4.0
1112,879.9,23.4,76.8,16.6,4.0
1118,879.3,23.4,76.8,16.6,4.0
1124,878.7,23.3,76.8,16.6,4.1
1131,878.1,23.3,76.8,16.5,4.2
1137,877.5,23.3,76.8,16.5,4.3
1143,876.9,23.3,76.6,16.5,4.4
1149,876.3,23.2,76.3,16.5,4.6
1154,875.7,23.3,75.8,16.4,4.8
1160,875.1,23.5,75.4,16.4,5.0
1166,874.6,23.5,75.4,16.4,5.3
1171,874.0,23.4,75.7,16.4,5.6
1177,873.5,23.3,76.0,16.3,5.9
1182,872.9,23.3,76.3,16.3,6.2
1188,872.4,23.3,76.5,16.3,6.5
1193,871.8,23.2,76.5,16.3,6.8
1199,871.2,23.2,76.6,16.3,7.2
1205,870.7,23.1,76.9,16.3,7.5
1211,870.1,23.1,77.2,16.3,7.9
1216,869.5,23.0,77.6,16.4,8.2
1222,869.0,22.9,77.8,16.4,8.5
1227,868.5,22.9,78.0,16.4,8.9
1231,868.0,22.8,78.0,16.5,9.2
1236,867.6,22.8,77.9,16.6,9.5
1240,867.2,22.8,78.1,16.6,9.8
1244,866.8,22.7,78.4,16.7,10.0
1248,866.3,22.7,78.7,16.8,10.3
1253,865.9,22.7,78.9,16.8,10.5
1258,865.4,22.6,79.2,16.9,10.7
1263,864.9,22.6,79.4,17.0,10.8
1268,864.4,22.5,79.7,17.1,11.0
1273,863.9,22.4,80.0,17.2,11.1
1279,863.3,22.4,80.2,17.3,11.2
1284,862.8,22.3,80.3,17.4,11.3
1289,862.3,22.3,80.3,17.4,11.4
1294,861.8,22.2,80.2,17.5,11.5
1299,861.4,22.2,80.1,17.6,11.5
1303,860.9,22.1,80.3,17.7,11.6
1308,860.4,22.1,80.6,17.7,11.6
1313,860.0,22.1,81.0,17.8,11.6
1318,859.5,22.1,81.2,17.8,11.7
1323,858.9,22.0,81.4,17.9,11.7
1329,858.4,22.0,81.7,17.9,11.7
1334,857.9,21.9,81.9,17.9,11.7
1339,857.4,21.9,82.0,17.9,11.8
1344,856.9,21.9,81.9,17.9,11.8
1349,856.4,21.8,81.7,17.9,11.8
1354,855.9,21.8,81.7,17.9,11.8
1358,855.5,21.7,82.1,17.9,11.8
1363,855.0,21.7,82.6,17.8,11.9
1368,854.5,21.6,83.0,17.8,11.9
1373,854.0,21.6,83.3,17.7,11.9
1378,853.5,21.6,83.5,17.7,11.9
1384,853.0,21.5,83.7,17.6,11.9
1389,852.5,21.5,84.0,17.5,12.0
1395,851.9,21.4,84.3,17.4,12.0
1400,851.4,21.4,84.4,17.3,12.0
1406,850.8,21.3,84.4,17.2,12.0
1411,850.3,21.2,84.4,17.1,12.0
1417,849.8,21.2,84.6,17.0,12.0
1422,849.2,21.2,84.9,17.0,12.0
1428,848.7,21.1,85.2,16.8,12.1
1433,848.2,21.1,85.4,16.7,12.1
1439,847.6,21.0,85.6,16.6,12.1
1445,847.0,21.0,85.9,16.5,12.1
1450,846.5,21.0,86.1,16.4,12.2
1456,845.9,21.0,86.2,16.3,12.2
1463,845.3,20.9,86.3,16.3,12.3
1469,844.7,20.9,86.4,16.2,12.4
1475,844.1,20.8,86.6,16.1,12.5
1481,843.5,20.8,86.9,16.0,12.6
1487,842.9,20.7,87.2,15.9,12.7
1494,842.3,20.7,87.5,15.8,12.9
1500,841.7,20.6,87.7,15.7,13.0
1506,841.1,20.6,87.8,15.6,13.2
1512,840.5,20.5,88.0,15.5,13.4
1517,840.0,20.5,88.2,15.4,13.7
1523,839.4,20.4,88.4,15.4,13.9
1529,838.9,20.4,88.7,15.3,14.2
1535,838.3,20.3,89.0,15.2,14.4
1541,837.7,20.3,89.3,15.1,14.7
1546,837.2,20.2,89.7,15.0,15.0
1552,836.6,20.2,90.0,14.9,15.3
1558,836.0,20.1,90.2,14.9,15.6
1564,835.4,20.1,90.4,14.8,15.9
1570,834.9,20.1,90.8,14.7,16.1
1577,834.3,20.0,90.9,14.6,16.4
1583,833.7,19.9,91.0,14.5,16.7
1589,833.1,19.9,91.3,14.4,17.0
1595,832.5,19.8,91.6,14.3,17.2
1601,831.9,19.8,91.7,14.2,17.5
1606,831.4,19.8,91.9,14.1,17.7
1612,830.9,19.7,92.1,14.0,17.9
1617,830.4,19.7,92.3,13.9,18.1
1622,829.9,19.6,92.5,13.7,18.2
1627,829.4,19.6,92.7,13.6,18.4
1633,828.9,19.5,92.9,13.5,18.6
1638,828.4,19.5,93.1,13.4,18.7
1644,827.8,19.5,93.2,13.2,18.9
1649,827.3,19.5,93.3,13.1,19.0
1656,826.7,19.4,93.5,13.0,19.1
1662,826.1,19.3,93.9,12.9,19.2
1668,825.5,19.2,94.4,12.7,19.3
1674,824.9,19.2,94.7,12.6,19.4
1680,824.3,19.1,95.1,12.5,19.6
1686,823.8,19.1,95.2,12.4,19.7
1692,823.2,19.0,95.3,12.3,19.8
1698,822.6,19.0,95.7,12.1,19.9
1704,822.1,18.9,95.9,12.1,20.1
1710,821.5,18.8,95.9,12.0,20.3
1716,821.0,18.8,95.7,11.9,20.5
1721,820.4,18.8,95.3,11.8,20.7
1727,819.9,18.8,95.3,11.7,20.9
1733,819.3,18.8,95.5,11.7,21.1
1738,818.8,18.8,95.9,11.6,21.4
1744,818.3,18.7,96.2,11.6,21.6
1750,817.7,18.6,96.3,11.5,21.9
1755,817.2,18.6,96.3,11.5,22.2
1760,816.7,18.5,96.4,11.5,22.5
1766,816.2,18.5,96.5,11.4,22.8
1771,815.7,18.5,96.6,11.4,23.1
1776,815.3,18.4,96.8,11.4,23.4
1781,814.8,18.4,97.1,11.3,23.8
1785,814.3,18.3,97.3,11.3,24.1
1790,813.9,18.3,97.5,11.3,24.4
1795,813.4,18.3,97.6,11.2,24.7
1800,812.9,18.3,97.6,11.2,25.0
1805,812.5,18.2,97.7,11.1,25.4
1810,812.0,18.2,97.7,11.1,25.7
1815,811.6,18.1,97.9,11.0,25.9
1819,811.1,18.1,98.4,10.9,26.2
1824,810.7,18.0,98.9,10.9,26.5
1829,810.2,18.0,99.1,10.8,26.7
1834,809.8,18.0,99.3,10.7,26.9
1839,809.3,17.9,99.5,10.6,27.1
1844,808.8,17.9,99.5,10.5,27.3
1849,808.3,17.8,99.3,10.4,27.4
1854,807.8,17.8,98.6,10.3,27.5
1859,807.4,17.8,97.4,10.2,27.6
1864,807.0,17.9,96.0,10.0,27.7
1868,806.5,18.0,94.9,9.9,27.7
1873,806.1,18.1,94.5,9.8,27.7
1878,805.6,18.0,94.5,9.7,27.6
1883,805.1,18.1,94.2,9.6,27.6
1888,804.7,18.1,93.8,9.5,27.5
1894,804.2,18.1,93.7,9.4,27.3
1899,803.7,18.1,93.5,9.3,27.1
1904,803.2,18.0,93.1,9.2,26.9
1909,802.7,18.0,93.1,9.1,26.7
1914,802.2,18.0,93.1,9.0,26.4
1919,801.8,18.0,92.9,9.0,26.1
1923,801.4,17.9,92.7,8.9,25.7
1928,801.0,17.9,92.6,8.8,25.3
1932,800.6,17.9,92.5,8.7,24.9
1936,800.2,17.9,92.6,8.7,24.5
1940,799.9,17.8,92.6,8.6,24.0
1944,799.5,17.8,92.6,8.6,23.5
1948,799.1,17.8,92.4,8.5,23.0
1952,798.7,17.7,92.3,8.5,22.5
1957,798.2,17.7,91.9,8.4,21.9
1962,797.8,17.7,91.4,8.4,21.3
1967,797.3,17.7,90.7,8.3,20.7
1972,796.9,17.6,90.2,8.3,20.1
1976,796.5,17.6,90.1,8.3,19.5
1981,796.1,17.6,90.1,8.2,18.9
1985,795.7,17.6,90.2,8.2,18.3
1989,795.3,17.6,90.5,8.2,17.7
1993,794.9,17.6,90.6,8.2,17.1
1998,794.5,17.6,90.4,8.2,16.5
2002,794.0,17.6,90.1,8.2,15.9
2007,793.6,17.5,90.2,8.2,15.3
2012,793.2,17.5,90.4,8.2,14.8
2016,792.8,17.5,90.6,8.2,14.3
2021,792.3,17.4,90.9,8.2,13.9
2026,791.9,17.4,91.3,8.3,13.5
2030,791.5,17.4,91.5,8.3,13.2
2034,791.1,17.4,91.4,8.4,12.9
2038,790.7,17.3,90.9,8.4,12.7
2042,790.4,17.3,90.4,8.5,12.6
2046,790.0,17.3,89.9,8.6,12.5
2050,789.7,17.3,89.6,8.7,12.5
2053,789.3,17.3,89.4,8.8,12.6
2057,789.0,17.3,89.6,8.9,12.7
2061,788.7,17.3,90.0,9.0,12.8
2064,788.3,17.2,90.4,9.1,13.0
2068,788.0,17.2,90.7,9.2,13.3
2072,787.6,17.2,90.7,9.3,13.5
2077,787.2,17.2,90.1,9.4,13.9
2082,786.7,17.2,89.4,9.5,14.2
2087,786.3,17.2,89.4,9.7,14.6
2092,785.8,17.2,90.3,9.8,15.0
2097,785.4,17.1,91.8,9.9,15.4
2102,784.9,17.1,93.1,10.0,15.8
2106,784.5,17.0,93.6,10.1,16.1
2111,784.1,17.0,93.6,10.2,16.5
2116,783.6,17.0,93.1,10.3,16.8
2120,783.2,17.0,92.0,10.4,17.0
2124,782.8,17.0,90.9,10.5,17.3
2129,782.4,16.9,90.0,10.5,17.5
2133,782.1,16.9,89.5,10.6,17.8
2137,781.7,16.9,90.0,10.7,18.0
2141,781.3,16.9,91.1,10.7,18.3
2146,780.9,16.8,91.7,10.8,18.5
2150,780.5,16.8,91.6,10.8,18.6
2155,780.1,16.7,91.3,10.8,18.7
2159,779.7,16.7,91.1,10.9,18.8
2164,779.3,16.7,91.3,10.9,18.9
2168,778.8,16.7,91.4,10.9,18.9
2173,778.4,16.6,91.5,10.9,18.9
2178,778.0,16.6,91.3,10.9,18.8
2183,777.5,16.6,90.3,10.9,18.7
2187,777.1,16.6,89.5,10.8,18.6
2192,776.6,16.5,89.7,10.8,18.4
2197,776.2,16.5,90.1,10.8,18.2
2203,775.7,16.5,90.3,10.8,18.0
2208,775.2,16.4,90.5,10.7,17.7
2213,774.8,16.4,90.5,10.7,17.4
2218,774.3,16.3,90.7,10.7,17.1
2223,773.8,16.3,91.0,10.7,16.7
2228,773.4,16.2,91.4,10.7,16.4
2233,772.9,16.2,91.7,10.6,16.0
2238,772.5,16.1,91.9,10.6,15.7
2243,772.1,16.1,91.9,10.6,15.3
2247,771.7,16.1,91.9,10.6,14.9
2252,771.3,16.0,91.9,10.6,14.6
2256,770.8,16.0,92.2,10.6,14.2
2261,770.4,15.9,92.3,10.6,13.9
2266,770.0,15.9,92.3,10.6,13.5
2270,769.6,15.8,92.1,10.7,13.2
2275,769.2,15.8,91.9,10.7,12.9
2280,768.7,15.8,91.9,10.7,12.6
2285,768.2,15.8,91.8,10.7,12.4
2290,767.8,15.7,91.8,10.7,12.2
2296,767.3,15.7,91.7,10.8,12.0
2301,766.8,15.7,91.6,10.8,11.8
2307,766.3,15.7,91.6,10.8,11.6
2312,765.8,15.7,91.4,10.9,11.5
2318,765.3,15.7,90.9,10.9,11.3
2323,764.8,15.6,90.3,10.9,11.2
2328,764.4,15.6,90.2,11.0,11.2
2333,763.9,15.6,90.6,11.0,11.1
2338,763.5,15.6,91.0,11.0,11.0
2343,763.1,15.5,91.2,11.1,11.0
2348,762.6,15.5,91.3,11.1,10.9
2352,762.2,15.5,91.3,11.1,10.9
2357,761.8,15.4,91.1,11.2,10.9
2362,761.4,15.4,90.6,11.2,10.8
2367,760.9,15.4,90.3,11.2,10.8
2371,760.5,15.4,90.3,11.2,10.7
2376,760.1,15.4,90.1,11.2,10.7
2381,759.6,15.4,89.9,11.2,10.7
2386,759.2,15.3,89.7,11.2,10.6
2391,758.8,15.3,89.5,11.2,10.6
2396,758.3,15.3,88.8,11.2,10.6
2401,757.9,15.3,87.8,11.2,10.5
2406,757.5,15.3,87.1,11.2,10.5
2410,757.1,15.3,87.1,11.2,10.5
2414,756.7,15.3,87.2,11.1,10.5
2419,756.3,15.3,87.2,11.1,10.5
2422,756.0,15.2,87.3,11.1,10.6
2426,755.6,15.2,87.7,11.0,10.6
2430,755.3,15.2,88.0,11.0,10.7
2434,754.9,15.2,88.3,10.9,10.8
2438,754.6,15.2,88.6,10.8,11.0
2442,754.2,15.2,88.7,10.8,11.2
2447,753.8,15.1,88.5,10.7,11.4
2451,753.4,15.1,88.0,10.6,11.7
2456,753.0,15.1,87.5,10.5,12.0
2461,752.6,15.0,86.9,10.4,12.4
2465,752.1,15.0,86.6,10.3,12.8
2470,751.7,15.0,86.4,10.2,13.2
2475,751.3,15.0,86.1,10.2,13.7
2479,750.9,15.0,85.9,10.1,14.3
2484,750.5,14.9,85.8,10.0,14.8
2489,750.1,14.9,86.1,9.8,15.4
2493,749.7,14.9,86.7,9.7,16.1
2498,749.2,14.9,87.4,9.6,16.7
2504,748.8,14.9,87.9,9.5,17.4
2509,748.3,14.8,88.2,9.4,18.0
2515,747.8,14.8,88.7,9.3,18.6
2520,747.3,14.7,89.3,9.2,19.3
2526,746.8,14.7,89.8,9.1,19.8
2531,746.3,14.6,90.1,9.0,20.4
2537,745.9,14.5,90.3,8.9,20.9
2542,745.4,14.5,90.6,8.8,21.4
2547,745.0,14.5,91.2,8.7,21.8
2551,744.6,14.4,92.0,8.6,22.2
2556,744.2,14.4,92.4,8.5,22.4
2561,743.7,14.4,92.3,8.4,22.6
2566,743.3,14.4,91.8,8.3,22.7
2570,742.9,14.4,91.5,8.2,22.7
2575,742.5,14.4,91.7,8.1,22.6
2581,742.0,14.3,91.8,8.0,22.4
2586,741.5,14.3,91.8,7.8,22.1
2592,741.0,14.2,91.8,7.7,21.8
2597,740.6,14.2,91.6,7.6,21.4
2603,740.1,14.2,90.9,7.6,20.8
2608,739.6,14.2,89.9,7.5,20.2
2614,739.1,14.2,88.7,7.4,19.6
2619,738.7,14.2,87.7,7.3,18.8
2623,738.3,14.2,87.3,7.2,18.0
2628,737.9,14.2,87.4,7.1,17.1
2632,737.5,14.1,87.6,7.1,16.2
2636,737.2,14.1,87.9,7.0,15.2
2640,736.8,14.1,87.9,6.9,14.2
2645,736.4,14.1,87.9,6.9,13.2
2649,736.0,14.0,87.8,6.8,12.1
2654,735.6,14.0,87.6,6.8,11.0
2658,735.2,14.0,87.1,6.7,9.9
2663,734.8,14.0,86.4,6.7,8.8
2668,734.4,14.0,85.7,6.7,7.7
2672,734.0,13.9,85.2,6.6,6.7
2677,733.6,13.9,85.0,6.6,5.6
2681,733.3,13.9,85.0,6.5,4.5
2686,732.9,13.9,84.7,6.5,3.4
2691,732.4,13.9,84.1,6.4,2.3
2696,732.0,13.9,83.5,6.4,1.2
2701,731.6,13.9,83.3,6.4,0.1
2706,731.1,13.8,83.4,6.3,359.1
2711,730.6,13.8,83.8,6.3,358.0
2716,730.2,13.8,84.3,6.2,356.9
2721,729.8,13.8,85.0,6.1,355.9
2726,729.4,13.8,85.5,6.1,354.9
2730,729.0,13.8,85.6,6.0,353.8
2735,728.6,13.8,85.5,6.0,352.8
2740,728.2,13.8,85.4,5.9,351.8
2745,727.8,13.7,85.0,5.9,350.8
2750,727.3,13.7,84.6,5.8,349.9
2756,726.8,13.7,84.3,5.7,349.0
2761,726.4,13.6,84.3,5.7,348.1
2766,725.9,13.6,84.6,5.6,347.2
2771,725.5,13.5,84.5,5.6,346.4
2775,725.1,13.5,84.1,5.5,345.7
2780,724.8,13.5,83.7,5.5,345.0
2783,724.4,13.5,83.3,5.4,344.4
2787,724.1,13.5,83.0,5.4,343.9
2791,723.8,13.5,82.7,5.4,343.4
2795,723.5,13.5,82.4,5.3,343.1
2799,723.1,13.5,81.8,5.3,342.8
2803,722.8,13.5,80.6,5.3,342.6
2807,722.4,13.5,79.1,5.3,342.6
2811,722.1,13.5,77.8,5.2,342.6
2816,721.7,13.5,77.2,5.2,342.7
2820,721.3,13.4,77.3,5.2,343.0
2824,720.9,13.4,77.6,5.2,343.3
2829,720.5,13.4,78.0,5.2,343.8
2834,720.1,13.4,78.3,5.2,344.3
2839,719.7,13.3,78.3,5.2,345.0
2843,719.3,13.3,78.0,5.2,345.7
2848,718.9,13.3,77.4,5.3,346.4
2853,718.5,13.2,76.8,5.3,347.2
2857,718.2,13.2,76.5,5.3,348.1
2861,717.8,13.2,76.6,5.3,349.0
2864,717.5,13.2,76.8,5.3,349.9
2868,717.2,13.2,77.0,5.3,350.8
2871,716.9,13.2,77.2,5.4,351.7
2875,716.6,13.2,77.7,5.4,352.6
2879,716.3,13.1,78.5,5.4,353.5
2883,715.9,13.1,78.9,5.4,354.3
2887,715.6,13.1,78.8,5.4,355.1
2892,715.2,13.1,78.5,5.4,355.9
2897,714.7,13.0,78.3,5.4,356.6
2903,714.3,13.0,78.2,5.4,357.3
2908,713.8,13.0,78.0,5.4,358.0
2914,713.3,12.9,77.8,5.4,358.6
2920,712.8,12.9,77.7,5.4,359.2
2926,712.3,12.8,77.6,5.4,359.7
2931,711.9,12.8,77.6,5.4,0.2
2937,711.4,12.8,77.5,5.4,0.7
2942,711.0,12.8,77.1,5.3,1.1
2946,710.6,12.8,76.7,5.3,1.4
2951,710.2,12.7,76.4,5.3,1.8
2955,709.9,12.7,76.4,5.3,2.1
2959,709.5,12.7,76.6,5.3,2.4
2963,709.1,12.7,76.8,5.3,2.7
2968,708.8,12.7,77.0,5.3,3.0
2972,708.4,12.6,77.4,5.3,3.3
2976,708.0,12.6,77.7,5.3,3.5
2981,707.7,12.6,77.8,5.3,3.7
2986,707.3,12.5,77.7,5.3,3.9
2990,706.9,12.5,77.7,5.3,4.2
2995,706.5,12.5,77.8,5.3,4.4
3000,706.1,12.5,78.1,5.3,4.6
3005,705.6,12.4,78.4,5.4,4.8
3011,705.2,12.4,78.5,5.4,5.0
3016,704.7,12.4,78.7,5.4,5.2
3022,704.2,12.3,78.7,5.4,5.4
3028,703.7,12.3,78.5,5.4,5.5
3033,703.3,12.3,78.1,5.5,5.7
3039,702.8,12.3,77.7,5.5,5.9
3043,702.4,12.3,77.5,5.5,6.0
3048,702.0,12.2,77.5,5.5,6.2
3052,701.7,12.2,77.6,5.5,6.3
3057,701.3,12.2,77.7,5.4,6.4
3061,700.9,12.2,77.7,5.4,6.5
3066,700.6,12.2,77.6,5.4,6.7
3070,700.2,12.2,77.4,5.3,6.8
3074,699.9,12.1,77.1,5.3,6.9
3078,699.5,12.1,76.6,5.2,7.0
3082,699.2,12.1,76.1,5.2,7.1
3086,698.9,12.1,75.5,5.1,7.3
3090,698.6,12.2,74.8,5.0,7.4
3094,698.2,12.2,74.2,4.9,7.6
3098,697.9,12.2,74.0,4.9,7.8
